Sample,Unique_CDR3_Count
SRR18509340.unmapped.longest_only,1723
SRR18510498.unmapped.longest_only,1703
SRR18509682.unmapped.longest_only,1033
SRR18509425.unmapped.longest_only,1096
SRR18510036.unmapped.longest_only,1412
SRR18510047.unmapped.longest_only,1272
SRR18509245.unmapped.longest_only,832
SRR18510049.unmapped.longest_only,1008
SRR18510172.unmapped.longest_only,1657
SRR18509511.unmapped.longest_only,3168
SRR18509204.unmapped.longest_only,1184
SRR18509550.unmapped.longest_only,1368
SRR18509687.unmapped.longest_only,1159
SRR18509144.unmapped.longest_only,1560
SRR18510757.unmapped.longest_only,963
SRR18510504.unmapped.longest_only,1426
SRR18509185.unmapped.longest_only,1193
SRR18509859.unmapped.longest_only,1575
SRR18510232.unmapped.longest_only,671
SRR18509096.unmapped.longest_only,1451
SRR18510611.unmapped.longest_only,1326
SRR18511240.unmapped.longest_only,2685
SRR18510222.unmapped.longest_only,865
SRR18511211.unmapped.longest_only,1381
SRR18510186.unmapped.longest_only,1820
SRR18510167.unmapped.longest_only,1205
SRR18510272.unmapped.longest_only,846
SRR18509812.unmapped.longest_only,1174
SRR18509716.unmapped.longest_only,1684
SRR18509357.unmapped.longest_only,945
SRR18510481.unmapped.longest_only,1337
SRR18511269.unmapped.longest_only,1220
SRR18509672.unmapped.longest_only,3782
SRR18509434.unmapped.longest_only,2280
SRR18509362.unmapped.longest_only,910
SRR18511201.unmapped.longest_only,1545
SRR18510354.unmapped.longest_only,2228
SRR18511258.unmapped.longest_only,925
SRR18509047.unmapped.longest_only,1421
SRR18510505.unmapped.longest_only,2086
SRR18510508.unmapped.longest_only,1344
SRR18511109.unmapped.longest_only,1511
SRR18510606.unmapped.longest_only,840
SRR18509846.unmapped.longest_only,819
SRR18511279.unmapped.longest_only,975
SRR18510353.unmapped.longest_only,1787
SRR18511372.unmapped.longest_only,1069
SRR18510443.unmapped.longest_only,1086
SRR18509043.unmapped.longest_only,1367
SRR18510645.unmapped.longest_only,1348
SRR18510906.unmapped.longest_only,1044
SRR18510289.unmapped.longest_only,1187
SRR18509224.unmapped.longest_only,1161
SRR18509100.unmapped.longest_only,1792
SRR18511406.unmapped.longest_only,3533
SRR18510764.unmapped.longest_only,878
SRR18511384.unmapped.longest_only,2335
SRR18510722.unmapped.longest_only,2130
SRR18510192.unmapped.longest_only,1318
SRR18510478.unmapped.longest_only,1335
SRR18510096.unmapped.longest_only,1440
SRR18509163.unmapped.longest_only,1265
SRR18509872.unmapped.longest_only,905
SRR18509655.unmapped.longest_only,883
SRR18510971.unmapped.longest_only,3351
SRR18511155.unmapped.longest_only,1140
SRR18511470.unmapped.longest_only,1778
SRR18509956.unmapped.longest_only,1700
SRR18509878.unmapped.longest_only,873
SRR18511157.unmapped.longest_only,1659
SRR18510035.unmapped.longest_only,1593
SRR18509947.unmapped.longest_only,1404
SRR18509810.unmapped.longest_only,833
SRR18509853.unmapped.longest_only,1226
SRR18509480.unmapped.longest_only,968
SRR18510383.unmapped.longest_only,1091
SRR18509608.unmapped.longest_only,5397
SRR18511474.unmapped.longest_only,13495
SRR18509367.unmapped.longest_only,1013
SRR18510438.unmapped.longest_only,1388
SRR18509981.unmapped.longest_only,2950
SRR18509217.unmapped.longest_only,1222
SRR18510077.unmapped.longest_only,1440
SRR18509908.unmapped.longest_only,885
SRR18511430.unmapped.longest_only,2503
SRR18509879.unmapped.longest_only,1080
SRR18509172.unmapped.longest_only,1073
SRR18509462.unmapped.longest_only,1303
SRR18509228.unmapped.longest_only,1157
SRR18510872.unmapped.longest_only,1755
SRR18510032.unmapped.longest_only,2689
SRR18510176.unmapped.longest_only,3821
SRR18510015.unmapped.longest_only,1003
SRR18510633.unmapped.longest_only,991
SRR18510974.unmapped.longest_only,1708
SRR18509258.unmapped.longest_only,2333
SRR18511342.unmapped.longest_only,1334
SRR18509927.unmapped.longest_only,1251
SRR18510950.unmapped.longest_only,2064
SRR18510301.unmapped.longest_only,1406
SRR18509526.unmapped.longest_only,2161
SRR18509219.unmapped.longest_only,1402
SRR18510986.unmapped.longest_only,776
SRR18510832.unmapped.longest_only,1984
SRR18510695.unmapped.longest_only,1961
SRR18510686.unmapped.longest_only,1339
SRR18510474.unmapped.longest_only,1078
SRR18509020.unmapped.longest_only,1338
SRR18509065.unmapped.longest_only,2551
SRR18510107.unmapped.longest_only,1759
SRR18510288.unmapped.longest_only,1109
SRR18510150.unmapped.longest_only,1818
SRR18511204.unmapped.longest_only,1253
SRR18509624.unmapped.longest_only,1853
SRR18509689.unmapped.longest_only,1342
SRR18510129.unmapped.longest_only,1703
SRR18509481.unmapped.longest_only,1005
SRR18510237.unmapped.longest_only,2599
SRR18509665.unmapped.longest_only,1430
SRR18509845.unmapped.longest_only,768
SRR18509855.unmapped.longest_only,1393
SRR18510808.unmapped.longest_only,1288
SRR18510921.unmapped.longest_only,1497
SRR18510425.unmapped.longest_only,1485
SRR18510459.unmapped.longest_only,1235
SRR18511199.unmapped.longest_only,1258
SRR18510720.unmapped.longest_only,743
SRR18509701.unmapped.longest_only,661
SRR18511241.unmapped.longest_only,1970
SRR18511433.unmapped.longest_only,2064
SRR18511399.unmapped.longest_only,1532
SRR18510086.unmapped.longest_only,1748
SRR18510256.unmapped.longest_only,2422
SRR18510552.unmapped.longest_only,1264
SRR18509474.unmapped.longest_only,1570
SRR18509556.unmapped.longest_only,905
SRR18510666.unmapped.longest_only,1298
SRR18510982.unmapped.longest_only,1637
SRR18511044.unmapped.longest_only,1078
SRR18509862.unmapped.longest_only,1141
SRR18511037.unmapped.longest_only,1147
SRR18510375.unmapped.longest_only,2247
SRR18509940.unmapped.longest_only,1082
SRR18509262.unmapped.longest_only,2147
SRR18511440.unmapped.longest_only,1182
SRR18509728.unmapped.longest_only,1980
SRR18509964.unmapped.longest_only,1365
SRR18510052.unmapped.longest_only,2501
SRR18509273.unmapped.longest_only,2364
SRR18509524.unmapped.longest_only,1056
SRR18509543.unmapped.longest_only,2187
SRR18509164.unmapped.longest_only,1280
SRR18511391.unmapped.longest_only,1321
SRR18509593.unmapped.longest_only,1211
SRR18509813.unmapped.longest_only,1058
SRR18510648.unmapped.longest_only,898
SRR18510004.unmapped.longest_only,1130
SRR18509040.unmapped.longest_only,1825
SRR18509085.unmapped.longest_only,1878
SRR18510588.unmapped.longest_only,1295
SRR18511049.unmapped.longest_only,845
SRR18509147.unmapped.longest_only,893
SRR18509570.unmapped.longest_only,1593
SRR18511312.unmapped.longest_only,1561
SRR18511124.unmapped.longest_only,1212
SRR18509906.unmapped.longest_only,1882
SRR18509049.unmapped.longest_only,1906
SRR18510373.unmapped.longest_only,1236
SRR18511223.unmapped.longest_only,1206
SRR18511048.unmapped.longest_only,2998
SRR18509899.unmapped.longest_only,1243
SRR18509369.unmapped.longest_only,1154
SRR18509677.unmapped.longest_only,2297
SRR18510582.unmapped.longest_only,2789
SRR18510099.unmapped.longest_only,1419
SRR18509693.unmapped.longest_only,1066
SRR18509712.unmapped.longest_only,1106
SRR18510166.unmapped.longest_only,1460
SRR18511128.unmapped.longest_only,955
SRR18509183.unmapped.longest_only,8454
SRR18509529.unmapped.longest_only,967
SRR18510254.unmapped.longest_only,1824
SRR18510519.unmapped.longest_only,1086
SRR18511493.unmapped.longest_only,1135
SRR18509255.unmapped.longest_only,2894
SRR18509241.unmapped.longest_only,2221
SRR18509046.unmapped.longest_only,2401
SRR18509387.unmapped.longest_only,1283
SRR18511426.unmapped.longest_only,1810
SRR18511222.unmapped.longest_only,1252
SRR18510668.unmapped.longest_only,3211
SRR18510198.unmapped.longest_only,1280
SRR18510229.unmapped.longest_only,1223
SRR18509573.unmapped.longest_only,1305
SRR18510098.unmapped.longest_only,1998
SRR18510165.unmapped.longest_only,1001
SRR18511354.unmapped.longest_only,1608
SRR18511408.unmapped.longest_only,1176
SRR18510673.unmapped.longest_only,1742
SRR18510399.unmapped.longest_only,2243
SRR18510147.unmapped.longest_only,1914
SRR18509973.unmapped.longest_only,1117
SRR18509508.unmapped.longest_only,898
SRR18509117.unmapped.longest_only,2452
SRR18509765.unmapped.longest_only,2027
SRR18510562.unmapped.longest_only,4026
SRR18511083.unmapped.longest_only,1033
SRR18511419.unmapped.longest_only,4984
SRR18511449.unmapped.longest_only,1075
SRR18510513.unmapped.longest_only,1409
SRR18510027.unmapped.longest_only,1001
SRR18511456.unmapped.longest_only,1010
SRR18509691.unmapped.longest_only,1641
SRR18511337.unmapped.longest_only,1091
SRR18511133.unmapped.longest_only,1548
SRR18509832.unmapped.longest_only,15543
SRR18510234.unmapped.longest_only,1303
SRR18510876.unmapped.longest_only,1172
SRR18509044.unmapped.longest_only,1659
SRR18510839.unmapped.longest_only,1344
SRR18509679.unmapped.longest_only,1372
SRR18510070.unmapped.longest_only,1204
SRR18509651.unmapped.longest_only,809
SRR18509801.unmapped.longest_only,1344
SRR18509282.unmapped.longest_only,735
SRR18509078.unmapped.longest_only,1502
SRR18510403.unmapped.longest_only,1291
SRR18511277.unmapped.longest_only,1084
SRR18511349.unmapped.longest_only,1019
SRR18510703.unmapped.longest_only,857
SRR18509265.unmapped.longest_only,923
SRR18509622.unmapped.longest_only,1062
SRR18510264.unmapped.longest_only,1011
SRR18509795.unmapped.longest_only,1330
SRR18509930.unmapped.longest_only,1031
SRR18510642.unmapped.longest_only,1903
SRR18509189.unmapped.longest_only,1299
SRR18511167.unmapped.longest_only,810
SRR18511347.unmapped.longest_only,983
SRR18510057.unmapped.longest_only,4791
SRR18510266.unmapped.longest_only,952
SRR18509127.unmapped.longest_only,961
SRR18509718.unmapped.longest_only,1196
SRR18509695.unmapped.longest_only,2005
SRR18511416.unmapped.longest_only,921
SRR18509817.unmapped.longest_only,1117
SRR18509157.unmapped.longest_only,1984
SRR18509256.unmapped.longest_only,3692
SRR18510969.unmapped.longest_only,1215
SRR18510751.unmapped.longest_only,1287
SRR18509415.unmapped.longest_only,1004
SRR18509492.unmapped.longest_only,1802
SRR18511444.unmapped.longest_only,1811
SRR18510250.unmapped.longest_only,1827
SRR18510439.unmapped.longest_only,1234
SRR18511341.unmapped.longest_only,967
SRR18509374.unmapped.longest_only,1049
SRR18509363.unmapped.longest_only,1105
SRR18510848.unmapped.longest_only,1129
SRR18510968.unmapped.longest_only,998
SRR18511420.unmapped.longest_only,4234
SRR18509380.unmapped.longest_only,986
SRR18510533.unmapped.longest_only,1405
SRR18510199.unmapped.longest_only,1465
SRR18511435.unmapped.longest_only,928
SRR18509301.unmapped.longest_only,920
SRR18510078.unmapped.longest_only,1411
SRR18509802.unmapped.longest_only,1837
SRR18511009.unmapped.longest_only,1114
SRR18509321.unmapped.longest_only,1444
SRR18510570.unmapped.longest_only,3351
SRR18510877.unmapped.longest_only,1238
SRR18509673.unmapped.longest_only,3606
SRR18509326.unmapped.longest_only,872
SRR18510291.unmapped.longest_only,1363
SRR18509644.unmapped.longest_only,2407
SRR18511230.unmapped.longest_only,1016
SRR18509847.unmapped.longest_only,1198
SRR18509928.unmapped.longest_only,1202
SRR18510169.unmapped.longest_only,1744
SRR18511381.unmapped.longest_only,1466
SRR18510219.unmapped.longest_only,955
SRR18510268.unmapped.longest_only,1968
SRR18510825.unmapped.longest_only,2287
SRR18511142.unmapped.longest_only,817
SRR18510970.unmapped.longest_only,873
SRR18509518.unmapped.longest_only,2905
SRR18511319.unmapped.longest_only,2419
SRR18509252.unmapped.longest_only,706
SRR18509824.unmapped.longest_only,2955
SRR18510290.unmapped.longest_only,987
SRR18509259.unmapped.longest_only,2500
SRR18509909.unmapped.longest_only,2553
SRR18510771.unmapped.longest_only,988
SRR18511374.unmapped.longest_only,2317
SRR18510184.unmapped.longest_only,1368
SRR18509032.unmapped.longest_only,1492
SRR18511006.unmapped.longest_only,1124
SRR18510423.unmapped.longest_only,926
SRR18510358.unmapped.longest_only,903
SRR18509714.unmapped.longest_only,1708
SRR18509808.unmapped.longest_only,1655
SRR18511436.unmapped.longest_only,1576
SRR18510502.unmapped.longest_only,2040
SRR18510394.unmapped.longest_only,1252
SRR18511475.unmapped.longest_only,4697
SRR18511290.unmapped.longest_only,822
SRR18509107.unmapped.longest_only,1224
SRR18510547.unmapped.longest_only,1831
SRR18511400.unmapped.longest_only,1556
SRR18509477.unmapped.longest_only,1791
SRR18510041.unmapped.longest_only,1749
SRR18509922.unmapped.longest_only,1451
SRR18511118.unmapped.longest_only,866
SRR18509925.unmapped.longest_only,1040
SRR18509785.unmapped.longest_only,3795
SRR18510189.unmapped.longest_only,3428
SRR18510321.unmapped.longest_only,1782
SRR18510329.unmapped.longest_only,1964
SRR18511461.unmapped.longest_only,1152
SRR18509194.unmapped.longest_only,1037
SRR18510063.unmapped.longest_only,1213
SRR18510435.unmapped.longest_only,962
SRR18511481.unmapped.longest_only,818
SRR18509315.unmapped.longest_only,1250
SRR18510820.unmapped.longest_only,2927
SRR18511401.unmapped.longest_only,1489
SRR18510748.unmapped.longest_only,1730
SRR18511307.unmapped.longest_only,1275
SRR18510721.unmapped.longest_only,807
SRR18510347.unmapped.longest_only,1003
SRR18509975.unmapped.longest_only,388
SRR18510656.unmapped.longest_only,4042
SRR18510769.unmapped.longest_only,2256
SRR18509888.unmapped.longest_only,1071
SRR18511031.unmapped.longest_only,1802
SRR18510617.unmapped.longest_only,1310
SRR18511273.unmapped.longest_only,2076
SRR18510868.unmapped.longest_only,1131
SRR18510276.unmapped.longest_only,1234
SRR18509743.unmapped.longest_only,1378
SRR18509231.unmapped.longest_only,4907
SRR18509220.unmapped.longest_only,1890
SRR18509937.unmapped.longest_only,1415
SRR18510912.unmapped.longest_only,1902
SRR18509332.unmapped.longest_only,963
SRR18510097.unmapped.longest_only,1150
SRR18509657.unmapped.longest_only,2917
SRR18509419.unmapped.longest_only,1378
SRR18510944.unmapped.longest_only,1063
SRR18510377.unmapped.longest_only,581
SRR18509840.unmapped.longest_only,1405
SRR18509670.unmapped.longest_only,881
SRR18510247.unmapped.longest_only,1051
SRR18511308.unmapped.longest_only,3014
SRR18510532.unmapped.longest_only,1048
SRR18511074.unmapped.longest_only,1779
SRR18509868.unmapped.longest_only,762
SRR18509885.unmapped.longest_only,2635
SRR18510806.unmapped.longest_only,1265
SRR18509946.unmapped.longest_only,942
SRR18509158.unmapped.longest_only,2311
SRR18510529.unmapped.longest_only,1121
SRR18509405.unmapped.longest_only,997
SRR18511259.unmapped.longest_only,1839
SRR18511371.unmapped.longest_only,1068
SRR18511472.unmapped.longest_only,3548
SRR18509281.unmapped.longest_only,1964
SRR18510916.unmapped.longest_only,688
SRR18510762.unmapped.longest_only,895
SRR18511045.unmapped.longest_only,2123
SRR18510874.unmapped.longest_only,1535
SRR18510689.unmapped.longest_only,2119
SRR18511033.unmapped.longest_only,1892
